SEX,GEO,TIME,AGE,UNIT,ISCED11,Value,FlagFootnotes
M,IS,2012,Y15-64,PC,ED3-8,64.4,
M,IS,2012,Y15-64,PC,ED3_4,41.1,
M,IS,2012,Y15-64,PC,ED5-8,23.4,
M,IS,2013,Y15-64,PC,ED0-2,34.8,
M,IS,2013,Y15-64,PC,ED3-8,65.2,
M,IS,2013,Y15-64,PC,ED3_4,41.1,
M,IS,2013,Y15-64,PC,ED5-8,24.2,
M,IS,2014,Y15-64,PC,ED0-2,34.1,b
M,IS,2014,Y15-64,PC,ED3-8,65.9,b
M,IS,2014,Y15-64,PC,ED3_4,40.7,b
M,IS,2014,Y15-64,PC,ED5-8,25.2,b
M,IS,2015,Y15-64,PC,ED0-2,33.6,
M,IS,2015,Y15-64,PC,ED3-8,66.4,
M,IS,2015,Y15-64,PC,ED3_4,40.7,
M,IS,2015,Y15-64,PC,ED5-8,25.7,
M,NO,2006,Y15-64,PC,ED0-2,29.6,b
M,NO,2006,Y15-64,PC,ED3-8,70.4,b
M,NO,2006,Y15-64,PC,ED3_4,44.8,b
M,NO,2006,Y15-64,PC,ED5-8,25.6,b
M,NO,2007,Y15-64,PC,ED0-2,29.5,
M,NO,2007,Y15-64,PC,ED3-8,70.5,
M,NO,2007,Y15-64,PC,ED3_4,44.0,
M,NO,2007,Y15-64,PC,ED5-8,26.5,
M,NO,2008,Y15-64,PC,ED0-2,27.5,
M,NO,2008,Y15-64,PC,ED3-8,72.5,
M,NO,2008,Y15-64,PC,ED3_4,45.6,
M,NO,2008,Y15-64,PC,ED5-8,26.9,
M,NO,2009,Y15-64,PC,ED0-2,26.3,
M,NO,2009,Y15-64,PC,ED3-8,73.7,
M,NO,2009,Y15-64,PC,ED3_4,46.6,
M,NO,2009,Y15-64,PC,ED5-8,27.0,
M,NO,2010,Y15-64,PC,ED0-2,26.0,
M,NO,2010,Y15-64,PC,ED3-8,74.0,
M,NO,2010,Y15-64,PC,ED3_4,46.0,
M,NO,2010,Y15-64,PC,ED5-8,28.1,
M,NO,2011,Y15-64,PC,ED0-2,26.2,
M,NO,2011,Y15-64,PC,ED3-8,73.8,
M,NO,2011,Y15-64,PC,ED3_4,45.6,
M,NO,2011,Y15-64,PC,ED5-8,28.2,
M,NO,2012,Y15-64,PC,ED0-2,25.2,
M,NO,2012,Y15-64,PC,ED3-8,74.8,
M,NO,2012,Y15-64,PC,ED3_4,46.1,
M,NO,2012,Y15-64,PC,ED5-8,28.7,
M,NO,2013,Y15-64,PC,ED0-2,24.5,
M,NO,2013,Y15-64,PC,ED3-8,75.5,
M,NO,2013,Y15-64,PC,ED3_4,46.0,
M,NO,2013,Y15-64,PC,ED5-8,29.5,
M,NO,2014,Y15-64,PC,ED0-2,25.3,b
M,NO,2014,Y15-64,PC,ED3-8,74.7,b
M,NO,2014,Y15-64,PC,ED3_4,42.3,b
M,NO,2014,Y15-64,PC,ED5-8,32.3,b
M,NO,2015,Y15-64,PC,ED0-2,25.1,
M,NO,2015,Y15-64,PC,ED3-8,74.9,
M,NO,2015,Y15-64,PC,ED3_4,42.1,
M,NO,2015,Y15-64,PC,ED5-8,32.8,
M,CH,2006,Y15-64,PC,ED0-2,18.8,
M,CH,2006,Y15-64,PC,ED3-8,81.2,
M,CH,2006,Y15-64,PC,ED3_4,49.0,
M,CH,2006,Y15-64,PC,ED5-8,32.3,
M,CH,2007,Y15-64,PC,ED0-2,18.6,
M,CH,2007,Y15-64,PC,ED3-8,81.4,
M,CH,2007,Y15-64,PC,ED3_4,48.4,
M,CH,2007,Y15-64,PC,ED5-8,33.1,
M,CH,2008,Y15-64,PC,ED0-2,17.7,
M,CH,2008,Y15-64,PC,ED3-8,82.3,
M,CH,2008,Y15-64,PC,ED3_4,47.4,
M,CH,2008,Y15-64,PC,ED5-8,34.9,
M,CH,2009,Y15-64,PC,ED0-2,17.9,
M,CH,2009,Y15-64,PC,ED3-8,82.1,
M,CH,2009,Y15-64,PC,ED3_4,46.3,
M,CH,2009,Y15-64,PC,ED5-8,35.8,
M,CH,2010,Y15-64,PC,ED0-2,18.5,
M,CH,2010,Y15-64,PC,ED3-8,81.5,
M,CH,2010,Y15-64,PC,ED3_4,46.3,
M,CH,2010,Y15-64,PC,ED5-8,35.2,
M,CH,2011,Y15-64,PC,ED0-2,18.4,
M,CH,2011,Y15-64,PC,ED3-8,81.6,
M,CH,2011,Y15-64,PC,ED3_4,46.7,
M,CH,2011,Y15-64,PC,ED5-8,34.8,
M,CH,2012,Y15-64,PC,ED0-2,17.7,
M,CH,2012,Y15-64,PC,ED3-8,82.3,
M,CH,2012,Y15-64,PC,ED3_4,46.2,
M,CH,2012,Y15-64,PC,ED5-8,36.1,
M,CH,2013,Y15-64,PC,ED0-2,17.1,
M,CH,2013,Y15-64,PC,ED3-8,82.9,
M,CH,2013,Y15-64,PC,ED3_4,44.7,
M,CH,2013,Y15-64,PC,ED5-8,38.1,
M,CH,2014,Y15-64,PC,ED0-2,16.9,b
M,CH,2014,Y15-64,PC,ED3-8,83.1,b
M,CH,2014,Y15-64,PC,ED3_4,44.3,b
M,CH,2014,Y15-64,PC,ED5-8,38.8,b
M,CH,2015,Y15-64,PC,ED0-2,17.1,
M,CH,2015,Y15-64,PC,ED3-8,82.9,
M,CH,2015,Y15-64,PC,ED3_4,43.4,
M,CH,2015,Y15-64,PC,ED5-8,39.5,
M,MK,2006,Y15-64,PC,ED0-2,38.0,
M,MK,2006,Y15-64,PC,ED3-8,62.0,
M,MK,2006,Y15-64,PC,ED3_4,51.1,
M,MK,2006,Y15-64,PC,ED5-8,10.9,
M,MK,2007,Y15-64,PC,ED0-2,35.6,
M,MK,2007,Y15-64,PC,ED3-8,64.4,
M,MK,2007,Y15-64,PC,ED3_4,52.9,
M,MK,2007,Y15-64,PC,ED5-8,11.5,
M,MK,2008,Y15-64,PC,ED0-2,36.8,
M,MK,2008,Y15-64,PC,ED3-8,63.2,
M,MK,2008,Y15-64,PC,ED3_4,52.2,
M,MK,2008,Y15-64,PC,ED5-8,11.0,
M,MK,2009,Y15-64,PC,ED0-2,34.9,
M,MK,2009,Y15-64,PC,ED3-8,65.1,
M,MK,2009,Y15-64,PC,ED3_4,53.1,
M,MK,2009,Y15-64,PC,ED5-8,12.1,
M,MK,2010,Y15-64,PC,ED0-2,33.4,
M,MK,2010,Y15-64,PC,ED3-8,66.6,
M,MK,2010,Y15-64,PC,ED3_4,53.1,
M,MK,2010,Y15-64,PC,ED5-8,13.5,
M,MK,2011,Y15-64,PC,ED0-2,32.5,
M,MK,2011,Y15-64,PC,ED3-8,67.5,
M,MK,2011,Y15-64,PC,ED3_4,52.9,
M,MK,2011,Y15-64,PC,ED5-8,14.6,
M,MK,2012,Y15-64,PC,ED0-2,31.3,
M,MK,2012,Y15-64,PC,ED3-8,68.7,
M,MK,2012,Y15-64,PC,ED3_4,53.6,
M,MK,2012,Y15-64,PC,ED5-8,15.1,
M,MK,2013,Y15-64,PC,ED0-2,31.0,
M,MK,2013,Y15-64,PC,ED3-8,69.0,
M,MK,2013,Y15-64,PC,ED3_4,55.1,
M,MK,2013,Y15-64,PC,ED5-8,13.9,
M,MK,2014,Y15-64,PC,ED0-2,31.1,b
M,MK,2014,Y15-64,PC,ED3-8,68.9,b
M,MK,2014,Y15-64,PC,ED3_4,55.1,b
M,MK,2014,Y15-64,PC,ED5-8,13.8,b
M,MK,2015,Y15-64,PC,ED0-2,30.7,
M,MK,2015,Y15-64,PC,ED3-8,69.3,
M,MK,2015,Y15-64,PC,ED3_4,54.6,
M,MK,2015,Y15-64,PC,ED5-8,14.7,
M,TR,2006,Y15-64,PC,ED0-2,65.9,
M,TR,2006,Y15-64,PC,ED3-8,34.1,
M,TR,2006,Y15-64,PC,ED3_4,24.0,
M,TR,2006,Y15-64,PC,ED5-8,10.2,
M,TR,2007,Y15-64,PC,ED0-2,65.0,
M,TR,2007,Y15-64,PC,ED3-8,35.0,
M,TR,2007,Y15-64,PC,ED3_4,24.4,
M,TR,2007,Y15-64,PC,ED5-8,10.6,
M,TR,2008,Y15-64,PC,ED0-2,65.0,
M,TR,2008,Y15-64,PC,ED3-8,35.0,
M,TR,2008,Y15-64,PC,ED3_4,23.8,
M,TR,2008,Y15-64,PC,ED5-8,11.2,
M,TR,2009,Y15-64,PC,ED0-2,65.7,
M,TR,2009,Y15-64,PC,ED3-8,34.3,
M,TR,2009,Y15-64,PC,ED3_4,22.7,
M,TR,2009,Y15-64,PC,ED5-8,11.6,
M,TR,2010,Y15-64,PC,ED0-2,65.6,
M,TR,2010,Y15-64,PC,ED3-8,34.4,
M,TR,2010,Y15-64,PC,ED3_4,22.2,
M,TR,2010,Y15-64,PC,ED5-8,12.3,
M,TR,2011,Y15-64,PC,ED0-2,64.8,
M,TR,2011,Y15-64,PC,ED3-8,35.2,
M,TR,2011,Y15-64,PC,ED3_4,22.0,
M,TR,2011,Y15-64,PC,ED5-8,13.1,
M,TR,2012,Y15-64,PC,ED0-2,63.4,
M,TR,2012,Y15-64,PC,ED3-8,36.6,
M,TR,2012,Y15-64,PC,ED3_4,22.4,
M,TR,2012,Y15-64,PC,ED5-8,14.2,
M,TR,2013,Y15-64,PC,ED0-2,62.9,
M,TR,2013,Y15-64,PC,ED3-8,37.1,
M,TR,2013,Y15-64,PC,ED3_4,22.4,
M,TR,2013,Y15-64,PC,ED5-8,14.7,
M,TR,2014,Y15-64,PC,ED0-2,62.6,b
M,TR,2014,Y15-64,PC,ED3-8,37.4,b
M,TR,2014,Y15-64,PC,ED3_4,22.0,b
M,TR,2014,Y15-64,PC,ED5-8,15.4,b
M,TR,2015,Y15-64,PC,ED0-2,61.4,
M,TR,2015,Y15-64,PC,ED3-8,38.6,
M,TR,2015,Y15-64,PC,ED3_4,22.2,
M,TR,2015,Y15-64,PC,ED5-8,16.4,
F,EU28,2006,Y15-64,PC,ED0-2,34.4,
F,EU28,2006,Y15-64,PC,ED3-8,65.6,
F,EU28,2006,Y15-64,PC,ED3_4,45.2,
F,EU28,2006,Y15-64,PC,ED5-8,20.4,
F,EU28,2007,Y15-64,PC,ED0-2,33.6,
F,EU28,2007,Y15-64,PC,ED3-8,66.4,
F,EU28,2007,Y15-64,PC,ED3_4,45.4,
F,EU28,2007,Y15-64,PC,ED5-8,21.0,
F,EU28,2008,Y15-64,PC,ED0-2,32.7,
F,EU28,2008,Y15-64,PC,ED3-8,67.3,
F,EU28,2008,Y15-64,PC,ED3_4,45.4,
F,EU28,2008,Y15-64,PC,ED5-8,21.9,
F,EU28,2009,Y15-64,PC,ED0-2,32.0,
F,EU28,2009,Y15-64,PC,ED3-8,68.0,
F,EU28,2009,Y15-64,PC,ED3_4,45.1,
F,EU28,2009,Y15-64,PC,ED5-8,22.9,
F,EU28,2010,Y15-64,PC,ED0-2,31.1,
F,EU28,2010,Y15-64,PC,ED3-8,68.9,
F,EU28,2010,Y15-64,PC,ED3_4,45.1,
F,EU28,2010,Y15-64,PC,ED5-8,23.8,
F,EU28,2011,Y15-64,PC,ED0-2,29.9,
F,EU28,2011,Y15-64,PC,ED3-8,70.1,
F,EU28,2011,Y15-64,PC,ED3_4,45.2,
F,EU28,2011,Y15-64,PC,ED5-8,24.8,
F,EU28,2012,Y15-64,PC,ED0-2,28.8,
F,EU28,2012,Y15-64,PC,ED3-8,71.2,
F,EU28,2012,Y15-64,PC,ED3_4,45.2,
F,EU28,2012,Y15-64,PC,ED5-8,26.0,
F,EU28,2013,Y15-64,PC,ED0-2,27.8,
F,EU28,2013,Y15-64,PC,ED3-8,72.2,
F,EU28,2013,Y15-64,PC,ED3_4,45.2,
F,EU28,2013,Y15-64,PC,ED5-8,27.0,
F,EU28,2014,Y15-64,PC,ED0-2,27.3,b
F,EU28,2014,Y15-64,PC,ED3-8,72.7,b
F,EU28,2014,Y15-64,PC,ED3_4,45.2,b
F,EU28,2014,Y15-64,PC,ED5-8,27.5,b
F,EU28,2015,Y15-64,PC,ED0-2,26.6,
F,EU28,2015,Y15-64,PC,ED3-8,73.4,
F,EU28,2015,Y15-64,PC,ED3_4,45.0,
F,EU28,2015,Y15-64,PC,ED5-8,28.4,
F,EU27,2006,Y15-64,PC,ED0-2,34.4,
F,EU27,2006,Y15-64,PC,ED3-8,65.6,
F,EU27,2006,Y15-64,PC,ED3_4,45.2,
F,EU27,2006,Y15-64,PC,ED5-8,20.4,
F,EU27,2007,Y15-64,PC,ED0-2,33.6,
F,EU27,2007,Y15-64,PC,ED3-8,66.4,
F,EU27,2007,Y15-64,PC,ED3_4,45.3,
F,EU27,2007,Y15-64,PC,ED5-8,21.1,
F,EU27,2008,Y15-64,PC,ED0-2,32.8,
F,EU27,2008,Y15-64,PC,ED3-8,67.2,
F,EU27,2008,Y15-64,PC,ED3_4,45.3,
F,EU27,2008,Y15-64,PC,ED5-8,21.9,
F,EU27,2009,Y15-64,PC,ED0-2,32.0,
F,EU27,2009,Y15-64,PC,ED3-8,68.0,
F,EU27,2009,Y15-64,PC,ED3_4,45.0,
F,EU27,2009,Y15-64,PC,ED5-8,23.0,
F,EU27,2010,Y15-64,PC,ED0-2,31.1,
F,EU27,2010,Y15-64,PC,ED3-8,68.9,
F,EU27,2010,Y15-64,PC,ED3_4,45.0,
F,EU27,2010,Y15-64,PC,ED5-8,23.8,
F,EU27,2011,Y15-64,PC,ED0-2,29.9,
F,EU27,2011,Y15-64,PC,ED3-8,70.1,
F,EU27,2011,Y15-64,PC,ED3_4,45.1,
F,EU27,2011,Y15-64,PC,ED5-8,24.9,
F,EU27,2012,Y15-64,PC,ED0-2,28.8,
F,EU27,2012,Y15-64,PC,ED3-8,71.2,
F,EU27,2012,Y15-64,PC,ED3_4,45.1,
F,EU27,2012,Y15-64,PC,ED5-8,26.0,
F,EU27,2013,Y15-64,PC,ED0-2,27.9,
F,EU27,2013,Y15-64,PC,ED3-8,72.1,
F,EU27,2013,Y15-64,PC,ED3_4,45.1,
F,EU27,2013,Y15-64,PC,ED5-8,27.0,
F,EU27,2014,Y15-64,PC,ED0-2,27.4,b
F,EU27,2014,Y15-64,PC,ED3-8,72.6,b
F,EU27,2014,Y15-64,PC,ED3_4,45.1,b
F,EU27,2014,Y15-64,PC,ED5-8,27.5,b
F,EU27,2015,Y15-64,PC,ED0-2,26.6,
F,EU27,2015,Y15-64,PC,ED3-8,73.4,
F,EU27,2015,Y15-64,PC,ED3_4,44.9,
F,EU27,2015,Y15-64,PC,ED5-8,28.5,
F,EU15,2006,Y15-64,PC,ED0-2,36.9,
F,EU15,2006,Y15-64,PC,ED3-8,63.1,
F,EU15,2006,Y15-64,PC,ED3_4,41.2,
F,EU15,2006,Y15-64,PC,ED5-8,21.8,
F,EU15,2007,Y15-64,PC,ED0-2,36.1,
F,EU15,2007,Y15-64,PC,ED3-8,63.9,
F,EU15,2007,Y15-64,PC,ED3_4,41.4,
F,EU15,2007,Y15-64,PC,ED5-8,22.5,
F,EU15,2008,Y15-64,PC,ED0-2,35.2,
F,EU15,2008,Y15-64,PC,ED3-8,64.8,
F,EU15,2008,Y15-64,PC,ED3_4,41.5,
F,EU15,2008,Y15-64,PC,ED5-8,23.2,
F,EU15,2009,Y15-64,PC,ED0-2,34.5,
F,EU15,2009,Y15-64,PC,ED3-8,65.5,
F,EU15,2009,Y15-64,PC,ED3_4,41.4,
F,EU15,2009,Y15-64,PC,ED5-8,24.2,
F,EU15,2010,Y15-64,PC,ED0-2,33.5,
F,EU15,2010,Y15-64,PC,ED3-8,66.5,
F,EU15,2010,Y15-64,PC,ED3_4,41.6,
F,EU15,2010,Y15-64,PC,ED5-8,24.9,
F,EU15,2011,Y15-64,PC,ED0-2,32.2,
F,EU15,2011,Y15-64,PC,ED3-8,67.8,
F,EU15,2011,Y15-64,PC,ED3_4,41.9,
F,EU15,2011,Y15-64,PC,ED5-8,26.0,
F,EU15,2012,Y15-64,PC,ED0-2,31.0,
F,EU15,2012,Y15-64,PC,ED3-8,69.0,
F,EU15,2012,Y15-64,PC,ED3_4,41.9,
F,EU15,2012,Y15-64,PC,ED5-8,27.0,
F,EU15,2013,Y15-64,PC,ED0-2,29.9,
F,EU15,2013,Y15-64,PC,ED3-8,70.1,
F,EU15,2013,Y15-64,PC,ED3_4,42.1,
F,EU15,2013,Y15-64,PC,ED5-8,28.0,
F,EU15,2014,Y15-64,PC,ED0-2,29.3,b
F,EU15,2014,Y15-64,PC,ED3-8,70.7,b
F,EU15,2014,Y15-64,PC,ED3_4,42.4,b
F,EU15,2014,Y15-64,PC,ED5-8,28.4,b
F,EU15,2015,Y15-64,PC,ED0-2,28.5,
F,EU15,2015,Y15-64,PC,ED3-8,71.5,
F,EU15,2015,Y15-64,PC,ED3_4,42.2,
F,EU15,2015,Y15-64,PC,ED5-8,29.3,
F,EA19,2006,Y15-64,PC,ED0-2,37.8,
F,EA19,2006,Y15-64,PC,ED3-8,62.2,
F,EA19,2006,Y15-64,PC,ED3_4,41.9,
F,EA19,2006,Y15-64,PC,ED5-8,20.3,
F,EA19,2007,Y15-64,PC,ED0-2,36.9,
F,EA19,2007,Y15-64,PC,ED3-8,63.1,
F,EA19,2007,Y15-64,PC,ED3_4,42.2,
F,EA19,2007,Y15-64,PC,ED5-8,21.0,
F,EA19,2008,Y15-64,PC,ED0-2,35.9,
F,EA19,2008,Y15-64,PC,ED3-8,64.1,
F,EA19,2008,Y15-64,PC,ED3_4,42.3,
F,EA19,2008,Y15-64,PC,ED5-8,21.8,
F,EA19,2009,Y15-64,PC,ED0-2,35.2,
F,EA19,2009,Y15-64,PC,ED3-8,64.8,
F,EA19,2009,Y15-64,PC,ED3_4,42.1,
F,EA19,2009,Y15-64,PC,ED5-8,22.7,
F,EA19,2010,Y15-64,PC,ED0-2,34.4,
F,EA19,2010,Y15-64,PC,ED3-8,65.6,
F,EA19,2010,Y15-64,PC,ED3_4,42.3,
F,EA19,2010,Y15-64,PC,ED5-8,23.2,
F,EA19,2011,Y15-64,PC,ED0-2,33.0,
F,EA19,2011,Y15-64,PC,ED3-8,67.0,
F,EA19,2011,Y15-64,PC,ED3_4,42.8,
F,EA19,2011,Y15-64,PC,ED5-8,24.2,
F,EA19,2012,Y15-64,PC,ED0-2,32.1,
F,EA19,2012,Y15-64,PC,ED3-8,67.9,
F,EA19,2012,Y15-64,PC,ED3_4,42.7,
F,EA19,2012,Y15-64,PC,ED5-8,25.2,
F,EA19,2013,Y15-64,PC,ED0-2,30.9,
F,EA19,2013,Y15-64,PC,ED3-8,69.1,
F,EA19,2013,Y15-64,PC,ED3_4,43.0,
F,EA19,2013,Y15-64,PC,ED5-8,26.0,
F,EA19,2014,Y15-64,PC,ED0-2,30.4,b
F,EA19,2014,Y15-64,PC,ED3-8,69.6,b
F,EA19,2014,Y15-64,PC,ED3_4,43.4,b
F,EA19,2014,Y15-64,PC,ED5-8,26.3,b
F,EA19,2015,Y15-64,PC,ED0-2,29.7,
F,EA19,2015,Y15-64,PC,ED3-8,70.3,
F,EA19,2015,Y15-64,PC,ED3_4,43.2,
F,EA19,2015,Y15-64,PC,ED5-8,27.1,
F,EA18,2006,Y15-64,PC,ED0-2,38.0,
F,EA18,2006,Y15-64,PC,ED3-8,62.0,
F,EA18,2006,Y15-64,PC,ED3_4,41.7,
F,EA18,2006,Y15-64,PC,ED5-8,20.3,
F,EA18,2007,Y15-64,PC,ED0-2,37.1,
F,EA18,2007,Y15-64,PC,ED3-8,62.9,
F,EA18,2007,Y15-64,PC,ED3_4,42.0,
F,EA18,2007,Y15-64,PC,ED5-8,20.9,
F,EA18,2008,Y15-64,PC,ED0-2,36.1,
F,EA18,2008,Y15-64,PC,ED3-8,63.9,
F,EA18,2008,Y15-64,PC,ED3_4,42.2,
F,EA18,2008,Y15-64,PC,ED5-8,21.7,
F,EA18,2009,Y15-64,PC,ED0-2,35.4,
F,EA18,2009,Y15-64,PC,ED3-8,64.6,
F,EA18,2009,Y15-64,PC,ED3_4,42.0,
F,EA18,2009,Y15-64,PC,ED5-8,22.6,
F,EA18,2010,Y15-64,PC,ED0-2,34.6,
F,EA18,2010,Y15-64,PC,ED3-8,65.4,
F,EA18,2010,Y15-64,PC,ED3_4,42.2,
F,EA18,2010,Y15-64,PC,ED5-8,23.1,
F,EA18,2011,Y15-64,PC,ED0-2,33.2,
F,EA18,2011,Y15-64,PC,ED3-8,66.8,
F,EA18,2011,Y15-64,PC,ED3_4,42.7,
F,EA18,2011,Y15-64,PC,ED5-8,24.1,
F,EA18,2012,Y15-64,PC,ED0-2,32.3,
F,EA18,2012,Y15-64,PC,ED3-8,67.7,
F,EA18,2012,Y15-64,PC,ED3_4,42.7,
F,EA18,2012,Y15-64,PC,ED5-8,25.1,
F,EA18,2013,Y15-64,PC,ED0-2,31.1,
F,EA18,2013,Y15-64,PC,ED3-8,68.9,
F,EA18,2013,Y15-64,PC,ED3_4,42.9,
F,EA18,2013,Y15-64,PC,ED5-8,26.0,
F,EA18,2014,Y15-64,PC,ED0-2,30.5,b
F,EA18,2014,Y15-64,PC,ED3-8,69.5,b
F,EA18,2014,Y15-64,PC,ED3_4,43.3,b
F,EA18,2014,Y15-64,PC,ED5-8,26.2,b
F,EA18,2015,Y15-64,PC,ED0-2,29.8,
F,EA18,2015,Y15-64,PC,ED3-8,70.2,
F,EA18,2015,Y15-64,PC,ED3_4,43.2,
F,EA18,2015,Y15-64,PC,ED5-8,27.0,
F,EA17,2006,Y15-64,PC,ED0-2,38.1,
F,EA17,2006,Y15-64,PC,ED3-8,61.9,
F,EA17,2006,Y15-64,PC,ED3_4,41.6,
F,EA17,2006,Y15-64,PC,ED5-8,20.3,
F,EA17,2007,Y15-64,PC,ED0-2,37.2,
F,EA17,2007,Y15-64,PC,ED3-8,62.8,
F,EA17,2007,Y15-64,PC,ED3_4,41.9,
F,EA17,2007,Y15-64,PC,ED5-8,20.9,
F,EA17,2008,Y15-64,PC,ED0-2,36.2,
F,EA17,2008,Y15-64,PC,ED3-8,63.8,
F,EA17,2008,Y15-64,PC,ED3_4,42.1,
F,EA17,2008,Y15-64,PC,ED5-8,21.7,
F,EA17,2009,Y15-64,PC,ED0-2,35.6,
F,EA17,2009,Y15-64,PC,ED3-8,64.4,
F,EA17,2009,Y15-64,PC,ED3_4,41.9,
F,EA17,2009,Y15-64,PC,ED5-8,22.6,
F,EA17,2010,Y15-64,PC,ED0-2,34.7,
F,EA17,2010,Y15-64,PC,ED3-8,65.3,
F,EA17,2010,Y15-64,PC,ED3_4,42.1,
F,EA17,2010,Y15-64,PC,ED5-8,23.1,
F,EA17,2011,Y15-64,PC,ED0-2,33.3,
F,EA17,2011,Y15-64,PC,ED3-8,66.7,
F,EA17,2011,Y15-64,PC,ED3_4,42.6,
F,EA17,2011,Y15-64,PC,ED5-8,24.1,
F,EA17,2012,Y15-64,PC,ED0-2,32.4,
F,EA17,2012,Y15-64,PC,ED3-8,67.6,
F,EA17,2012,Y15-64,PC,ED3_4,42.6,
F,EA17,2012,Y15-64,PC,ED5-8,25.0,
F,EA17,2013,Y15-64,PC,ED0-2,31.2,
F,EA17,2013,Y15-64,PC,ED3-8,68.8,
F,EA17,2013,Y15-64,PC,ED3_4,42.9,
F,EA17,2013,Y15-64,PC,ED5-8,25.9,
F,EA17,2014,Y15-64,PC,ED0-2,30.6,b
F,EA17,2014,Y15-64,PC,ED3-8,69.4,b
F,EA17,2014,Y15-64,PC,ED3_4,43.2,b
F,EA17,2014,Y15-64,PC,ED5-8,26.1,b
F,EA17,2015,Y15-64,PC,ED0-2,30.0,
F,EA17,2015,Y15-64,PC,ED3-8,70.0,
F,EA17,2015,Y15-64,PC,ED3_4,43.1,
F,EA17,2015,Y15-64,PC,ED5-8,26.9,
F,BE,2006,Y15-64,PC,ED0-2,35.0,
F,BE,2006,Y15-64,PC,ED3-8,65.0,
F,BE,2006,Y15-64,PC,ED3_4,35.6,
F,BE,2006,Y15-64,PC,ED5-8,29.4,
F,BE,2007,Y15-64,PC,ED0-2,34.4,
F,BE,2007,Y15-64,PC,ED3-8,65.6,
F,BE,2007,Y15-64,PC,ED3_4,35.8,
F,BE,2007,Y15-64,PC,ED5-8,29.9,
F,BE,2008,Y15-64,PC,ED0-2,33.0,b
F,BE,2008,Y15-64,PC,ED3-8,67.0,b
F,BE,2008,Y15-64,PC,ED3_4,36.7,b
F,BE,2008,Y15-64,PC,ED5-8,30.3,b
F,BE,2009,Y15-64,PC,ED0-2,31.7,
F,BE,2009,Y15-64,PC,ED3-8,68.3,
F,BE,2009,Y15-64,PC,ED3_4,36.8,
F,BE,2009,Y15-64,PC,ED5-8,31.5,
F,BE,2010,Y15-64,PC,ED0-2,31.7,
F,BE,2010,Y15-64,PC,ED3-8,68.3,
F,BE,2010,Y15-64,PC,ED3_4,35.5,
F,BE,2010,Y15-64,PC,ED5-8,32.9,
F,BE,2011,Y15-64,PC,ED0-2,30.7,
F,BE,2011,Y15-64,PC,ED3-8,69.3,
F,BE,2011,Y15-64,PC,ED3_4,36.5,
F,BE,2011,Y15-64,PC,ED5-8,32.7,
F,BE,2012,Y15-64,PC,ED0-2,30.1,
F,BE,2012,Y15-64,PC,ED3-8,69.9,
F,BE,2012,Y15-64,PC,ED3_4,36.0,
F,BE,2012,Y15-64,PC,ED5-8,33.9,
F,BE,2013,Y15-64,PC,ED0-2,29.0,
F,BE,2013,Y15-64,PC,ED3-8,71.0,
F,BE,2013,Y15-64,PC,ED3_4,36.7,
F,BE,2013,Y15-64,PC,ED5-8,34.3,
F,BE,2014,Y15-64,PC,ED0-2,28.1,b
F,BE,2014,Y15-64,PC,ED3-8,71.9,b
F,BE,2014,Y15-64,PC,ED3_4,36.2,b
F,BE,2014,Y15-64,PC,ED5-8,35.7,b
F,BE,2015,Y15-64,PC,ED0-2,27.3,
F,BE,2015,Y15-64,PC,ED3-8,72.7,
F,BE,2015,Y15-64,PC,ED3_4,36.8,
F,BE,2015,Y15-64,PC,ED5-8,35.9,
F,BG,2006,Y15-64,PC,ED0-2,30.2,b
F,BG,2006,Y15-64,PC,ED3-8,69.8,b
F,BG,2006,Y15-64,PC,ED3_4,47.7,b
F,BG,2006,Y15-64,PC,ED5-8,22.1,b
F,BG,2007,Y15-64,PC,ED0-2,28.2,
F,BG,2007,Y15-64,PC,ED3-8,71.8,
F,BG,2007,Y15-64,PC,ED3_4,49.3,
F,BG,2007,Y15-64,PC,ED5-8,22.4,
F,BG,2008,Y15-64,PC,ED0-2,28.0,
F,BG,2008,Y15-64,PC,ED3-8,72.0,
F,BG,2008,Y15-64,PC,ED3_4,49.3,
F,BG,2008,Y15-64,PC,ED5-8,22.7,
F,BG,2009,Y15-64,PC,ED0-2,27.5,
F,BG,2009,Y15-64,PC,ED3-8,72.5,
F,BG,2009,Y15-64,PC,ED3_4,49.2,
F,BG,2009,Y15-64,PC,ED5-8,23.3,
F,BG,2010,Y15-64,PC,ED0-2,25.0,b
F,BG,2010,Y15-64,PC,ED3-8,75.0,b
F,BG,2010,Y15-64,PC,ED3_4,50.6,b
F,BG,2010,Y15-64,PC,ED5-8,24.4,b
F,BG,2011,Y15-64,PC,ED0-2,23.9,
F,BG,2011,Y15-64,PC,ED3-8,76.1,
F,BG,2011,Y15-64,PC,ED3_4,51.5,
F,BG,2011,Y15-64,PC,ED5-8,24.6,
F,BG,2012,Y15-64,PC,ED0-2,22.9,
F,BG,2012,Y15-64,PC,ED3-8,77.1,
F,BG,2012,Y15-64,PC,ED3_4,51.9,
F,BG,2012,Y15-64,PC,ED5-8,25.2,
F,BG,2013,Y15-64,PC,ED0-2,21.9,
F,BG,2013,Y15-64,PC,ED3-8,78.1,
F,BG,2013,Y15-64,PC,ED3_4,51.0,
F,BG,2013,Y15-64,PC,ED5-8,27.1,
